Parameter,Type,DOF,MaxEnergy,MinEnergy,Range,RelChange,Slope,ImpactScore
k_3,k,6,281.90948060479485,278.5364045563302,3.373076048464668,0.012016127709931072,2.880896537014775e-05,3.46172207078677e-07
k_3,k,0,4339.680216970874,4327.480096576883,12.20012039399171,0.0028140983542739,0.00010415173299762404,2.9309322042338843e-07
k_3,k,5,26.711357923669944,26.39456263039551,0.3167952932744349,0.011910076294030259,2.7056954305801802e-06,3.2225039006619e-08
k_3,k,2,276.46067337062107,275.68995490575765,0.7707184648634211,0.0027905619131523996,6.579554055620175e-06,1.8360652953141065e-08
k_3,k,8,16706.79858457724,16701.498111952293,5.300472624945542,0.00031732937107592296,-4.526593456750576e-05,1.4364210547470484e-08
k_3,k,3,246.30387229909107,245.70414876865507,0.5997235304359947,0.002436995159175185,5.119447921862673e-06,1.2476069803228795e-08
k_3,k,1,138.36963276702517,137.9834585964374,0.3861741705877648,0.0027936511248298867,3.296735774254222e-06,9.209929604012235e-09
k_3,k,9,31.295452130318402,31.23136252198026,0.06408960833814348,0.0020505999004554274,-5.471536343076992e-07,1.1219931880451932e-09
k_4,k,0,4341.08403168151,4323.287876217461,17.796155464048752,0.004105439606757543,0.000151946488910938,6.238071336827107e-07
k_4,k,7,256.9072015475156,253.12827377012835,3.778927777387281,0.014786535600287254,3.228003030596242e-05,4.773098172974647e-07
k_4,k,6,282.05251966843724,278.1127439177166,3.939775750720628,0.014037851250848676,3.3653306964491706e-05,4.7242011726668435e-07
k_4,k,5,26.724789690124833,26.3547772999513,0.3700123901735317,0.013913680044253997,3.160610296719788e-06,4.397572041313382e-08
k_4,k,2,276.5498240189654,275.4237123711207,1.1261116478447093,0.004077889850344258,9.61489111341594e-06,3.920846688356406e-08
k_4,k,4,340.5754604732468,339.3321346392281,1.2433258340186626,0.003655392025226765,1.0615040272437924e-05,3.8802133559330535e-08
k_4,k,3,246.37955338207206,245.47798124552693,0.901572136545127,0.003664034072128526,7.697288321485028e-06,2.8203126672918133e-08
k_4,k,8,16707.88094902202,16701.13609277028,6.744856251738383,0.0004037982790570353,-5.76006181208797e-05,2.3259030469832708e-08
k_4,k,1,138.4142713911145,137.85014903964384,0.5641223514706724,0.004081505819177584,4.816553989739988e-06,1.965879313750677e-08
k_4,k,9,31.304425217089328,31.22836246287476,0.07606275421456843,0.002433593498905982,-6.493971159141975e-07,1.5803685994970853e-09
k_5,k,0,4355.146163315275,4281.475686031419,73.67047728385569,0.01701798242369009,0.002545295712982262,4.3315797706625874e-05
k_5,k,7,259.8595309576188,244.53880613557354,15.320724822045264,0.060226471812749066,0.0005303119847013673,3.193881979857991e-05
k_5,k,6,285.1294135050197,269.15191031546874,15.977503189550987,0.057180549681549425,0.0005529983047278399,3.162074703730286e-05
k_5,k,2,277.4397120944689,272.7772855825544,4.662426511914532,0.01690609955546922,0.00016108330576669044,2.7232904040157575e-06
k_5,k,4,341.55912629631314,336.3985861628362,5.160540133476957,0.015190229648613211,0.00017824981280741388,2.7076555913669333e-06
k_5,k,3,247.09281906105602,243.35096963401267,3.7418494270433484,0.015225328714608877,0.00012924762067414175,1.9678375103448863e-06
k_5,k,8,16723.461621304312,16695.847559629823,27.614061674488767,0.0016529743297375714,-0.0009548168437575173,1.5782877323322258e-06
k_5,k,1,138.8600543017961,136.524470205003,2.3355840967930988,0.016920784469941833,8.069281470116888e-05,1.3653857258314324e-06
k_5,k,5,26.7329681670529,26.330064587010884,0.40290358004201465,0.01515246137816094,1.3916580669916571e-05,2.1087045111697194e-07
k_5,k,9,31.48041424690969,31.16936288545309,0.31105136145659884,0.009944176022240327,-1.0743789866831585e-05,1.0683813758173524e-07
k_6,k,0,4469.554172000477,3962.5464458204683,507.0077261800084,0.11829522485566135,0.0964492439840999,0.011409485004257642
k_6,k,7,280.9047441629468,192.0694362100019,88.83530795294493,0.35865682129768883,0.017064767354137582,0.006120395215419557
k_6,k,4,349.6741272954151,313.44575075864213,36.22837653677294,0.10762693433481871,0.006882968968521701,0.0007407928492036799
k_6,k,2,284.68528602130425,252.56239156589348,32.12289445541077,0.11764235243883339,0.0061103643733855404,0.0007188376391435131
k_6,k,6,288.7464045103952,259.133737957325,29.6126665530702,0.10649213343936442,0.005625229494148577,0.0005990426899179187
k_6,k,3,252.9753315693645,226.71758786540286,26.257743703961637,0.10783187433907596,0.0049887972269448185,0.0005379513556790442
